day,medal_date,medal_type,medal_code,name,gender,country,country_code,nationality,team,team_gender,discipline,event,event_type,birth_date
5,2024-07-31,Bronze Medal,3,LEIBFARTH Evy,Female,United States,USA,United States,,,Canoe Slalom,Women's Canoe Single,ATH,2004-01-26
5,2024-07-31,Gold Medal,1,TORRES GIL Jose,Male,Argentina,ARG,Argentina,,,Cycling BMX Freestyle,Men's Park,ATH,1995-03-28
5,2024-07-31,Silver Medal,2,REILLY Kieran Darren David,Male,Great Britain,GBR,Great Britain,,,Cycling BMX Freestyle,Men's Park,ATH,2001-07-12
5,2024-07-31,Bronze Medal,3,JEANJEAN Anthony,Male,France,FRA,France,,,Cycling BMX Freestyle,Men's Park,ATH,1998-05-13
5,2024-07-31,Gold Medal,1,DENG Yawen,Female,China,CHN,China,,,Cycling BMX Freestyle,Women's Park,ATH,2005-10-17
5,2024-07-31,Silver Medal,2,BENEGAS Perris,Female,United States,USA,United States,,,Cycling BMX Freestyle,Women's Park,ATH,1995-07-22
5,2024-07-31,Bronze Medal,3,DIEHM Natalya,Female,Australia,AUS,Australia,,,Cycling BMX Freestyle,Women's Park,ATH,1997-09-23
5,2024-07-31,Gold Medal,1,BEKAURI Lasha,Male,Georgia,GEO,Georgia,,,Judo,Men -90 kg,HATH,2000-07-26
5,2024-07-31,Silver Medal,2,MURAO Sanshiro,Male,Japan,JPN,Japan,,,Judo,Men -90 kg,HATH,2000-08-28
5,2024-07-31,Bronze Medal,3,NGAYAP HAMBOU Maxime-Gael,Male,France,FRA,France,,,Judo,Men -90 kg,HATH,2001-06-22
5,2024-07-31,Bronze Medal,3,TSELIDIS Theodoros,Male,Greece,GRE,Greece,,,Judo,Men -90 kg,HATH,1996-08-05
5,2024-07-31,Gold Medal,1,MATIC Barbara,Female,Croatia,CRO,Croatia,,,Judo,Women -70 kg,HATH,1994-12-03
5,2024-07-31,Silver Medal,2,BUTKEREIT Miriam,Female,Germany,GER,Germany,,,Judo,Women -70 kg,HATH,1994-05-08
5,2024-07-31,Bronze Medal,3,POLLERES Michaela,Female,Austria,AUT,Austria,,,Judo,Women -70 kg,HATH,1997-07-15
5,2024-07-31,Bronze Medal,3,WILLEMS Gabriella,Female,Belgium,BEL,Belgium,,,Judo,Women -70 kg,HATH,1997-07-01
5,2024-07-31,Gold Medal,1,RUANO OLIVA Adriana,Female,Guatemala,GUA,Guatemala,,,Shooting,Trap Women,ATH,1995-06-26
5,2024-07-31,Silver Medal,2,STANCO Silvana Maria,Female,Italy,ITA,Italy,,,Shooting,Trap Women,ATH,1993-01-06
5,2024-07-31,Bronze Medal,3,SMITH Penny,Female,Australia,AUS,Australia,,,Shooting,Trap Women,ATH,1995-04-21
5,2024-07-31,Gold Medal,1,PAN Zhanle,Male,China,CHN,China,,,Swimming,Men's 100m Freestyle,ATH,2004-08-04
5,2024-07-31,Silver Medal,2,CHALMERS Kyle,Male,Australia,AUS,Australia,,,Swimming,Men's 100m Freestyle,ATH,1998-06-25
5,2024-07-31,Bronze Medal,3,POPOVICI David,Male,Romania,ROU,Romania,,,Swimming,Men's 100m Freestyle,ATH,2004-09-15
5,2024-07-31,Gold Medal,1,MARCHAND Leon,Male,France,FRA,France,,,Swimming,Men's 200m Breaststroke,ATH,2002-05-17
5,2024-07-31,Silver Medal,2,STUBBLETY-COOK Zac,Male,Australia,AUS,Australia,,,Swimming,Men's 200m Breaststroke,ATH,1999-01-04
5,2024-07-31,Bronze Medal,3,CORBEAU Caspar,Male,Netherlands,NED,Netherlands,,,Swimming,Men's 200m Breaststroke,ATH,2001-04-03
5,2024-07-31,Gold Medal,1,MARCHAND Leon,Male,France,FRA,France,,,Swimming,Men's 200m Butterfly,ATH,2002-05-17
5,2024-07-31,Silver Medal,2,MILAK Kristof,Male,Hungary,HUN,Hungary,,,Swimming,Men's 200m Butterfly,ATH,2000-02-20
5,2024-07-31,Bronze Medal,3,KHARUN Ilya,Male,Canada,CAN,Canada,,,Swimming,Men's 200m Butterfly,ATH,2005-02-07
5,2024-07-31,Gold Medal,1,SJOESTROEM Sarah,Female,Sweden,SWE,Sweden,,,Swimming,Women's 100m Freestyle,ATH,1993-08-17
5,2024-07-31,Silver Medal,2,HUSKE Torri,Female,United States,USA,United States,,,Swimming,Women's 100m Freestyle,ATH,2002-12-07
5,2024-07-31,Bronze Medal,3,HAUGHEY Siobhan Bernadette,Female,"Hong Kong, China",HKG,"Hong Kong, China",,,Swimming,Women's 100m Freestyle,ATH,1997-10-31
5,2024-07-31,Gold Medal,1,LEDECKY Katie,Female,United States,USA,United States,,,Swimming,Women's 1500m Freestyle,ATH,1997-03-17
5,2024-07-31,Silver Medal,2,KIRPICHNIKOVA Anastasiia,Female,France,FRA,France,,,Swimming,Women's 1500m Freestyle,ATH,2000-06-24
5,2024-07-31,Bronze Medal,3,GOSE Isabel,Female,Germany,GER,Germany,,,Swimming,Women's 1500m Freestyle,ATH,2002-05-09
5,2024-07-31,Gold Medal,1,YEE Alex,Male,Great Britain,GBR,Great Britain,,,Triathlon,Men's Individual,ATH,1998-02-18
5,2024-07-31,Silver Medal,2,WILDE Hayden,Male,New Zealand,NZL,New Zealand,,,Triathlon,Men's Individual,ATH,1997-09-01
5,2024-07-31,Bronze Medal,3,BERGERE Leo,Male,France,FRA,France,,,Triathlon,Men's Individual,ATH,1996-06-28
5,2024-07-31,Gold Medal,1,BEAUGRAND Cassandre,Female,France,FRA,France,,,Triathlon,Women's Individual,ATH,1997-05-23
5,2024-07-31,Silver Medal,2,DERRON Julie,Female,Switzerland,SUI,Switzerland,,,Triathlon,Women's Individual,ATH,1996-09-10
5,2024-07-31,Bronze Medal,3,POTTER Beth,Female,Great Britain,GBR,Great Britain,,,Triathlon,Women's Individual,ATH,1991-12-27
5,2024-07-31,Gold Medal,1,CHEN Yuxi,Female,China,CHN,China,People's Republic of China,W,Diving,Women's Synchronised 10m Platform,TEAM,2005-09-11
5,2024-07-31,Gold Medal,1,QUAN Hongchan,Female,China,CHN,China,People's Republic of China,W,Diving,Women's Synchronised 10m Platform,TEAM,2007-03-28
5,2024-07-31,Silver Medal,2,JO Jin Mi,Female,DPR Korea,PRK,DPR Korea,Democratic People's Republic of Korea,W,Diving,Women's Synchronised 10m Platform,TEAM,2004-11-15
5,2024-07-31,Silver Medal,2,KIM Mi Rae,Female,DPR Korea,PRK,DPR Korea,Democratic People's Republic of Korea,W,Diving,Women's Synchronised 10m Platform,TEAM,2001-04-07
5,2024-07-31,Bronze Medal,3,SPENDOLINI SIRIEIX Andrea,Female,Great Britain,GBR,Great Britain,Great Britain,W,Diving,Women's Synchronised 10m Platform,TEAM,2004-09-11
5,2024-07-31,Bronze Medal,3,TOULSON Lois,Female,Great Britain,GBR,Great Britain,Great Britain,W,Diving,Women's Synchronised 10m Platform,TEAM,1999-09-26
5,2024-07-31,Gold Medal,1,GU Bongil,Male,Korea,KOR,Korea,Republic of Korea,M,Fencing,Men's Sabre Team,HTEAM,1989-04-27
5,2024-07-31,Gold Medal,1,OH Sanguk,Male,Korea,KOR,Korea,Republic of Korea,M,Fencing,Men's Sabre Team,HTEAM,1996-09-30
5,2024-07-31,Gold Medal,1,PARK Sangwon,Male,Korea,KOR,Korea,Republic of Korea,M,Fencing,Men's Sabre Team,HTEAM,2000-09-14
5,2024-07-31,Gold Medal,1,DO Gyeongdong,Male,Korea,KOR,Korea,Republic of Korea,M,Fencing,Men's Sabre Team,HTEAM,1999-08-19
5,2024-07-31,Silver Medal,2,GEMESI Csanad,Male,Hungary,HUN,Hungary,Hungary,M,Fencing,Men's Sabre Team,HTEAM,1986-11-13
5,2024-07-31,Silver Medal,2,SZILAGYI Aron,Male,Hungary,HUN,Hungary,Hungary,M,Fencing,Men's Sabre Team,HTEAM,1990-01-14
5,2024-07-31,Silver Medal,2,SZATMARI Andras,Male,Hungary,HUN,Hungary,Hungary,M,Fencing,Men's Sabre Team,HTEAM,1993-02-03
5,2024-07-31,Silver Medal,2,RABB Krisztian,Male,Hungary,HUN,Hungary,Hungary,M,Fencing,Men's Sabre Team,HTEAM,2001-11-10
5,2024-07-31,Bronze Medal,3,APITHY Bolade,Male,France,FRA,France,France,M,Fencing,Men's Sabre Team,HTEAM,1985-08-21
5,2024-07-31,Bronze Medal,3,PIANFETTI Maxime,Male,France,FRA,France,France,M,Fencing,Men's Sabre Team,HTEAM,1999-03-15
5,2024-07-31,Bronze Medal,3,PATRICE Sebastien,Male,France,FRA,France,France,M,Fencing,Men's Sabre Team,HTEAM,2000-04-07
5,2024-07-31,Bronze Medal,3,PATRICE Jean-Philippe,Male,France,FRA,France,France,M,Fencing,Men's Sabre Team,HTEAM,1997-03-12
5,2024-07-31,Gold Medal,1,van LIEROP Lennart,Male,Netherlands,NED,Netherlands,Netherlands,M,Rowing,Men's Quadruple Sculls,TEAM,1994-05-20
5,2024-07-31,Gold Medal,1,FLORIJN Finn,Male,Netherlands,NED,Netherlands,Netherlands,M,Rowing,Men's Quadruple Sculls,TEAM,1999-11-29
5,2024-07-31,Gold Medal,1,WIETEN Tone,Male,Netherlands,NED,Netherlands,Netherlands,M,Rowing,Men's Quadruple Sculls,TEAM,1994-03-17
5,2024-07-31,Gold Medal,1,METSEMAKERS Koen,Male,Netherlands,NED,Netherlands,Netherlands,M,Rowing,Men's Quadruple Sculls,TEAM,1992-04-30
5,2024-07-31,Silver Medal,2,CHIUMENTO Luca,Male,Italy,ITA,Italy,Italy,M,Rowing,Men's Quadruple Sculls,TEAM,1997-11-19
5,2024-07-31,Silver Medal,2,RAMBALDI Luca,Male,Italy,ITA,Italy,Italy,M,Rowing,Men's Quadruple Sculls,TEAM,1994-12-09
5,2024-07-31,Silver Medal,2,PANIZZA Andrea,Male,Italy,ITA,Italy,Italy,M,Rowing,Men's Quadruple Sculls,TEAM,1998-07-14
5,2024-07-31,Silver Medal,2,GENTILI Giacomo,Male,Italy,ITA,Italy,Italy,M,Rowing,Men's Quadruple Sculls,TEAM,1997-07-03
5,2024-07-31,Bronze Medal,3,CZAJA Dominik,Male,Poland,POL,Poland,Poland,M,Rowing,Men's Quadruple Sculls,TEAM,1995-08-12
5,2024-07-31,Bronze Medal,3,BISKUP Mateusz,Male,Poland,POL,Poland,Poland,M,Rowing,Men's Quadruple Sculls,TEAM,1994-02-08
5,2024-07-31,Bronze Medal,3,ZIETARSKI Miroslaw,Male,Poland,POL,Poland,Poland,M,Rowing,Men's Quadruple Sculls,TEAM,1993-03-09
5,2024-07-31,Bronze Medal,3,BARANSKI Fabian,Male,Poland,POL,Poland,Poland,M,Rowing,Men's Quadruple Sculls,TEAM,1999-05-27
5,2024-07-31,Gold Medal,1,HENRY Lauren,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Women's Quadruple Sculls,TEAM,2001-12-21
5,2024-07-31,Gold Medal,1,SCOTT Hannah,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Women's Quadruple Sculls,TEAM,1999-06-18
5,2024-07-31,Gold Medal,1,ANDERSON Lola,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Women's Quadruple Sculls,TEAM,1998-04-16
5,2024-07-31,Gold Medal,1,BRAYSHAW Georgina,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Women's Quadruple Sculls,TEAM,1993-10-14
5,2024-07-31,Silver Medal,2,YOUSSIFOU Laila,Female,Netherlands,NED,Netherlands,Netherlands,W,Rowing,Women's Quadruple Sculls,TEAM,1996-01-02
5,2024-07-31,Silver Medal,2,PAULIS Bente,Female,Netherlands,NED,Netherlands,Netherlands,W,Rowing,Women's Quadruple Sculls,TEAM,1997-02-14
5,2024-07-31,Silver Medal,2,de JONG Roos,Female,Netherlands,NED,Netherlands,Netherlands,W,Rowing,Women's Quadruple Sculls,TEAM,1993-08-23
5,2024-07-31,Silver Medal,2,DULLEMANS Tessa,Female,Netherlands,NED,Netherlands,Netherlands,W,Rowing,Women's Quadruple Sculls,TEAM,1997-07-02
5,2024-07-31,Bronze Medal,3,VOELZ Maren,Female,Germany,GER,Germany,Germany,W,Rowing,Women's Quadruple Sculls,TEAM,1999-11-20
5,2024-07-31,Bronze Medal,3,SCHENDEKEHL Tabea,Female,Germany,GER,Germany,Germany,W,Rowing,Women's Quadruple Sculls,TEAM,1998-11-29
5,2024-07-31,Bronze Medal,3,MENZEL Leonie,Female,Germany,GER,Germany,Germany,W,Rowing,Women's Quadruple Sculls,TEAM,1999-05-19
5,2024-07-31,Bronze Medal,3,GREITEN Pia,Female,Germany,GER,Germany,Germany,W,Rowing,Women's Quadruple Sculls,TEAM,1997-02-18
6,2024-08-01,Gold Medal,1,BILES Simone,Female,United States,USA,United States,,,Artistic Gymnastics,Women's All-Around,ATH,1997-03-14
6,2024-08-01,Silver Medal,2,ANDRADE Rebeca,Female,Brazil,BRA,Brazil,,,Artistic Gymnastics,Women's All-Around,ATH,1999-05-08
6,2024-08-01,Bronze Medal,3,LEE Sunisa,Female,United States,USA,United States,,,Artistic Gymnastics,Women's All-Around,ATH,2003-03-09
6,2024-08-01,Gold Medal,1,PINTADO Brian Daniel,Male,Ecuador,ECU,Ecuador,,,Athletics,Men's 20km Race Walk,ATH,1995-07-29
6,2024-08-01,Silver Medal,2,BONFIM Caio,Male,Brazil,BRA,Brazil,,,Athletics,Men's 20km Race Walk,ATH,1991-03-19
6,2024-08-01,Bronze Medal,3,MARTIN Alvaro,Male,Spain,ESP,Spain,,,Athletics,Men's 20km Race Walk,ATH,1994-06-18
6,2024-08-01,Gold Medal,1,YANG Jiayu,Female,China,CHN,China,,,Athletics,Women's 20km Race Walk,ATH,1996-02-18
6,2024-08-01,Silver Medal,2,PEREZ Maria,Female,Spain,ESP,Spain,,,Athletics,Women's 20km Race Walk,ATH,1996-04-29
6,2024-08-01,Bronze Medal,3,MONTAG Jemima,Female,Australia,AUS,Australia,,,Athletics,Women's 20km Race Walk,ATH,1998-02-15
6,2024-08-01,Gold Medal,1,de GENNARO Giovanni,Male,Italy,ITA,Italy,,,Canoe Slalom,Men's Kayak Single,ATH,1992-07-21
6,2024-08-01,Silver Medal,2,CASTRYCK Titouan,Male,France,FRA,France,,,Canoe Slalom,Men's Kayak Single,ATH,2004-08-28
6,2024-08-01,Bronze Medal,3,ECHANIZ Pau,Male,Spain,ESP,Spain,,,Canoe Slalom,Men's Kayak Single,ATH,2001-05-29
6,2024-08-01,Gold Medal,1,KOTSOIEV Zelym,Male,Azerbaijan,AZE,Azerbaijan,,,Judo,Men -100 kg,HATH,1998-08-09
6,2024-08-01,Silver Medal,2,SULAMANIDZE Ilia,Male,Georgia,GEO,Georgia,,,Judo,Men -100 kg,HATH,2001-06-18
6,2024-08-01,Bronze Medal,3,PALTCHIK Peter,Male,Israel,ISR,Israel,,,Judo,Men -100 kg,HATH,1992-01-04
6,2024-08-01,Bronze Medal,3,TUROBOYEV Muzaffarbek,Male,Uzbekistan,UZB,Uzbekistan,,,Judo,Men -100 kg,HATH,2000-04-05
6,2024-08-01,Gold Medal,1,BELLANDI Alice,Female,Italy,ITA,Italy,,,Judo,Women -78 kg,HATH,1998-11-20
6,2024-08-01,Silver Medal,2,LANIR Inbar,Female,Israel,ISR,Israel,,,Judo,Women -78 kg,HATH,2000-04-03
6,2024-08-01,Bronze Medal,3,MA Zhenzhao,Female,China,CHN,China,,,Judo,Women -78 kg,HATH,1998-04-24
6,2024-08-01,Bronze Medal,3,SAMPAIO Patricia,Female,Portugal,POR,Portugal,,,Judo,Women -78 kg,HATH,1999-06-30
6,2024-08-01,Gold Medal,1,LIU Yukun,Male,China,CHN,China,,,Shooting,50m Rifle 3 Positions Men,ATH,1997-04-12
6,2024-08-01,Silver Medal,2,KULISH Serhiy,Male,Ukraine,UKR,Ukraine,,,Shooting,50m Rifle 3 Positions Men,ATH,1993-04-17
6,2024-08-01,Bronze Medal,3,KUSALE Swapnil,Male,India,IND,India,,,Shooting,50m Rifle 3 Positions Men,ATH,1995-08-06
6,2024-08-01,Gold Medal,1,KOS Hubert,Male,Hungary,HUN,Hungary,,,Swimming,Men's 200m Backstroke,ATH,2003-03-28
6,2024-08-01,Silver Medal,2,CHRISTOU Apostolos,Male,Greece,GRE,Greece,,,Swimming,Men's 200m Backstroke,ATH,1996-11-01
6,2024-08-01,Bronze Medal,3,MITYUKOV Roman,Male,Switzerland,SUI,Switzerland,,,Swimming,Men's 200m Backstroke,ATH,2000-07-30
6,2024-08-01,Gold Medal,1,DOUGLASS Kate,Female,United States,USA,United States,,,Swimming,Women's 200m Breaststroke,ATH,2001-11-17
6,2024-08-01,Silver Medal,2,SMITH Tatjana,Female,South Africa,RSA,South Africa,,,Swimming,Women's 200m Breaststroke,ATH,1997-07-09
6,2024-08-01,Bronze Medal,3,SCHOUTEN Tes,Female,Netherlands,NED,Netherlands,,,Swimming,Women's 200m Breaststroke,ATH,2000-12-31
6,2024-08-01,Gold Medal,1,McINTOSH Summer,Female,Canada,CAN,Canada,,,Swimming,Women's 200m Butterfly,ATH,2006-08-18
6,2024-08-01,Silver Medal,2,SMITH Regan,Female,United States,USA,United States,,,Swimming,Women's 200m Butterfly,ATH,2002-02-09
6,2024-08-01,Bronze Medal,3,ZHANG Yufei,Female,China,CHN,China,,,Swimming,Women's 200m Butterfly,ATH,1998-04-19
6,2024-08-01,Gold Medal,1,SCRUGGS Lauren,Female,United States,USA,United States,United States of America,W,Fencing,Women's Foil Team,HTEAM,2003-01-27
6,2024-08-01,Gold Medal,1,KIEFER Lee,Female,United States,USA,United States,United States of America,W,Fencing,Women's Foil Team,HTEAM,1994-06-15
6,2024-08-01,Gold Medal,1,DUBROVICH Jacqueline,Female,United States,USA,United States,United States of America,W,Fencing,Women's Foil Team,HTEAM,1994-07-18
6,2024-08-01,Gold Medal,1,WEINTRAUB Maia Mei,Female,United States,USA,United States,United States of America,W,Fencing,Women's Foil Team,HTEAM,2002-10-24
6,2024-08-01,Silver Medal,2,ERRIGO Arianna,Female,Italy,ITA,Italy,Italy,W,Fencing,Women's Foil Team,HTEAM,1988-06-06
6,2024-08-01,Silver Medal,2,FAVARETTO Martina,Female,Italy,ITA,Italy,Italy,W,Fencing,Women's Foil Team,HTEAM,2001-11-15
6,2024-08-01,Silver Medal,2,VOLPI Alice,Female,Italy,ITA,Italy,Italy,W,Fencing,Women's Foil Team,HTEAM,1992-04-15
6,2024-08-01,Silver Medal,2,PALUMBO Francesca,Female,Italy,ITA,Italy,Italy,W,Fencing,Women's Foil Team,HTEAM,1994-02-10
6,2024-08-01,Bronze Medal,3,AZUMA Sera,Female,Japan,JPN,Japan,Japan,W,Fencing,Women's Foil Team,HTEAM,1999-08-20
6,2024-08-01,Bronze Medal,3,UENO Yuka,Female,Japan,JPN,Japan,Japan,W,Fencing,Women's Foil Team,HTEAM,2001-11-28
6,2024-08-01,Bronze Medal,3,MIYAWAKI Karin,Female,Japan,JPN,Japan,Japan,W,Fencing,Women's Foil Team,HTEAM,1997-02-04
6,2024-08-01,Bronze Medal,3,KIKUCHI Komaki,Female,Japan,JPN,Japan,Japan,W,Fencing,Women's Foil Team,HTEAM,1997-02-22
6,2024-08-01,Gold Medal,1,CORNEA Andrei Sebastian,Male,Romania,ROU,Romania,Romania,M,Rowing,Men's Double Sculls,TEAM,1999-11-10
6,2024-08-01,Gold Medal,1,ENACHE Marian Florian,Male,Romania,ROU,Romania,Romania,M,Rowing,Men's Double Sculls,TEAM,1995-08-05
6,2024-08-01,Silver Medal,2,TWELLAAR Melvin,Male,Netherlands,NED,Netherlands,Netherlands,M,Rowing,Men's Double Sculls,TEAM,1996-12-23
6,2024-08-01,Silver Medal,2,BROENINK Stef,Male,Netherlands,NED,Netherlands,Netherlands,M,Rowing,Men's Double Sculls,TEAM,1990-09-19
6,2024-08-01,Bronze Medal,3,LYNCH Daire,Male,Ireland,IRL,Ireland,Ireland,M,Rowing,Men's Double Sculls,TEAM,1998-06-19
6,2024-08-01,Bronze Medal,3,DOYLE Phili,Male,Ireland,IRL,Ireland,Ireland,M,Rowing,Men's Double Sculls,TEAM,1992-09-17
6,2024-08-01,Gold Medal,1,MEAD Nick,Male,United States,USA,United States,United States of America,M,Rowing,Men's Four,TEAM,1995-03-12
6,2024-08-01,Gold Medal,1,BEST Justin,Male,United States,USA,United States,United States of America,M,Rowing,Men's Four,TEAM,1997-08-17
6,2024-08-01,Gold Medal,1,GRADY Michael,Male,United States,USA,United States,United States of America,M,Rowing,Men's Four,TEAM,1996-10-22
6,2024-08-01,Gold Medal,1,CORRIGAN Liam,Male,United States,USA,United States,United States of America,M,Rowing,Men's Four,TEAM,1997-09-11
6,2024-08-01,Silver Medal,2,MACLEAN Ollie,Male,New Zealand,NZL,New Zealand,New Zealand,M,Rowing,Men's Four,TEAM,1998-05-19
6,2024-08-01,Silver Medal,2,ULLRICH Logan,Male,New Zealand,NZL,New Zealand,New Zealand,M,Rowing,Men's Four,TEAM,2000-08-20
6,2024-08-01,Silver Medal,2,MURRAY Tom,Male,New Zealand,NZL,New Zealand,New Zealand,M,Rowing,Men's Four,TEAM,1994-04-05
6,2024-08-01,Silver Medal,2,MACDONALD Matt,Male,New Zealand,NZL,New Zealand,New Zealand,M,Rowing,Men's Four,TEAM,1999-03-15
6,2024-08-01,Bronze Medal,3,WILKES Oliver,Male,Great Britain,GBR,Great Britain,Great Britain,M,Rowing,Men's Four,TEAM,1995-07-14
6,2024-08-01,Bronze Medal,3,AMBLER David,Male,Great Britain,GBR,Great Britain,Great Britain,M,Rowing,Men's Four,TEAM,1997-12-04
6,2024-08-01,Bronze Medal,3,ALDRIDGE Matt,Male,Great Britain,GBR,Great Britain,Great Britain,M,Rowing,Men's Four,TEAM,1996-03-11
6,2024-08-01,Bronze Medal,3,DAVIDSON Freddie,Male,Great Britain,GBR,Great Britain,Great Britain,M,Rowing,Men's Four,TEAM,1998-05-26
6,2024-08-01,Gold Medal,1,FRANCIS Brooke,Female,New Zealand,NZL,New Zealand,New Zealand,W,Rowing,Women's Double Sculls,TEAM,1995-01-06
6,2024-08-01,Gold Medal,1,SPOORS Lucy,Female,New Zealand,NZL,New Zealand,New Zealand,W,Rowing,Women's Double Sculls,TEAM,1990-12-24
6,2024-08-01,Silver Medal,2,BODNAR Ancuta,Female,Romania,ROU,Romania,Romania,W,Rowing,Women's Double Sculls,TEAM,1998-09-25
6,2024-08-01,Silver Medal,2,RADIS Simona,Female,Romania,ROU,Romania,Romania,W,Rowing,Women's Double Sculls,TEAM,1999-04-05
6,2024-08-01,Bronze Medal,3,HODGKINS BYRNE Mathilda,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Women's Double Sculls,TEAM,1994-10-01
6,2024-08-01,Bronze Medal,3,WILDE Rebecca,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Women's Double Sculls,TEAM,1997-12-31
6,2024-08-01,Gold Medal,1,OLDENBURG Marloes,Female,Netherlands,NED,Netherlands,Netherlands,W,Rowing,Women's Four,TEAM,1988-03-09
6,2024-08-01,Gold Medal,1,DRENTH Hermijntje,Female,Netherlands,NED,Netherlands,Netherlands,W,Rowing,Women's Four,TEAM,1994-07-19
6,2024-08-01,Gold Medal,1,OFFEREINS Tinka,Female,Netherlands,NED,Netherlands,Netherlands,W,Rowing,Women's Four,TEAM,1993-10-05
6,2024-08-01,Gold Medal,1,BOONSTRA Benthe,Female,Netherlands,NED,Netherlands,Netherlands,W,Rowing,Women's Four,TEAM,2000-11-21
6,2024-08-01,Silver Medal,2,GLOVER Helen,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Women's Four,TEAM,1986-06-17
6,2024-08-01,Silver Medal,2,BOOTH Esme,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Women's Four,TEAM,1998-12-23
6,2024-08-01,Silver Medal,2,REDGRAVE Sam,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Women's Four,TEAM,1994-08-18
6,2024-08-01,Silver Medal,2,SHORTEN Rebecca,Female,Great Britain,GBR,Great Britain,Great Britain,W,Rowing,Women's Four,TEAM,1993-11-25
6,2024-08-01,Bronze Medal,3,GOWLER Jackie,Female,New Zealand,NZL,New Zealand,New Zealand,W,Rowing,Women's Four,TEAM,1996-06-07
6,2024-08-01,Bronze Medal,3,SPOORS Phoebe,Female,New Zealand,NZL,New Zealand,New Zealand,W,Rowing,Women's Four,TEAM,1993-08-11
6,2024-08-01,Bronze Medal,3,WADDY Davina,Female,New Zealand,NZL,New Zealand,New Zealand,W,Rowing,Women's Four,TEAM,1996-08-16
6,2024-08-01,Bronze Medal,3,WILLIAMS Kerri,Female,New Zealand,NZL,New Zealand,New Zealand,W,Rowing,Women's Four,TEAM,1993-12-18
6,2024-08-01,Gold Medal,1,PALLISTER Lani,Female,Australia,AUS,Australia,Australia,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,2002-06-06
6,2024-08-01,Gold Medal,1,PERKINS Jamie,Female,Australia,AUS,Australia,Australia,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,2005-01-19
6,2024-08-01,Gold Medal,1,THROSSELL Brianna,Female,Australia,AUS,Australia,Australia,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,1996-02-10
6,2024-08-01,Gold Medal,1,JACK Shayna,Female,Australia,AUS,Australia,Australia,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,1998-11-06
6,2024-08-01,Gold Medal,1,O'CALLAGHAN Mollie,Female,Australia,AUS,Australia,Australia,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,2004-04-02
6,2024-08-01,Gold Medal,1,TITMUS Ariarne,Female,Australia,AUS,Australia,Australia,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,2000-09-07
6,2024-08-01,Silver Medal,2,PEPLOWSKI Anna,Female,United States,USA,United States,United States of America,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,2002-09-25
6,2024-08-01,Silver Medal,2,GEMMELL Erin,Female,United States,USA,United States,United States of America,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,2004-12-02
6,2024-08-01,Silver Medal,2,MANUEL Simone,Female,United States,USA,United States,United States of America,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,1996-08-02
6,2024-08-01,Silver Medal,2,SHACKELL Alex,Female,United States,USA,United States,United States of America,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,2006-11-13
6,2024-08-01,Silver Medal,2,LEDECKY Katie,Female,United States,USA,United States,United States of America,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,1997-03-17
6,2024-08-01,Silver Medal,2,MADDEN Paige,Female,United States,USA,United States,United States of America,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,1998-10-22
6,2024-08-01,Silver Medal,2,WEINSTEIN Claire,Female,United States,USA,United States,United States of America,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,2007-03-01
6,2024-08-01,Bronze Medal,3,TANG Muhan,Female,China,CHN,China,People's Republic of China,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,2003-09-04
6,2024-08-01,Bronze Medal,3,KONG Yaqi,Female,China,CHN,China,People's Republic of China,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,2008-01-24
6,2024-08-01,Bronze Medal,3,GE Chutong,Female,China,CHN,China,People's Republic of China,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,2003-09-23
6,2024-08-01,Bronze Medal,3,LIU Yaxin,Female,China,CHN,China,People's Republic of China,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,1999-06-16
6,2024-08-01,Bronze Medal,3,LI Bingjie,Female,China,CHN,China,People's Republic of China,W,Swimming,Women's 4 x 200m Freestyle Relay,TEAM,2002-03-03
