day,medal_date,medal_type,medal_code,name,gender,country,country_code,nationality,team,team_gender,discipline,event,event_type,birth_date
1,07-27-2024,Gold Medal,1,EVENEPOEL Remco,Male,Belgium,BEL,Belgium,,,Cycling Road,Men's Individual Time Trial,ATH,01-25-2000
1,07-27-2024,Silver Medal,2,GANNA Filippo,Male,Italy,ITA,Italy,,,Cycling Road,Men's Individual Time Trial,ATH,07-25-1996
1,07-27-2024,Bronze Medal,3,van AERT Wout,Male,Belgium,BEL,Belgium,,,Cycling Road,Men's Individual Time Trial,ATH,09-15-1994
1,07-27-2024,Gold Medal,1,BROWN Grace,Female,Australia,AUS,Australia,,,Cycling Road,Women's Individual Time Trial,ATH,07-07-1992
1,07-27-2024,Silver Medal,2,HENDERSON Anna,Female,Great Britain,GBR,Great Britain,,,Cycling Road,Women's Individual Time Trial,ATH,11-14-1998
1,07-27-2024,Bronze Medal,3,DYGERT Chloe,Female,United States,USA,United States,,,Cycling Road,Women's Individual Time Trial,ATH,01-01-1997
1,07-27-2024,Gold Medal,1,OH Sanguk,Male,Korea,KOR,Korea,,,Fencing,Men's Sabre Individual,HATH,09-30-1996
1,07-27-2024,Silver Medal,2,FERJANI Fares,Male,Tunisia,TUN,Tunisia,,,Fencing,Men's Sabre Individual,HATH,07-22-1997
1,07-27-2024,Bronze Medal,3,SAMELE Luigi,Male,Italy,ITA,Italy,,,Fencing,Men's Sabre Individual,HATH,07-25-1987
1,07-27-2024,Gold Medal,1,KONG Man Wai Vivian,Female,"Hong Kong, China",HKG,"Hong Kong, China",,,Fencing,Women's Épée Individual,HATH,02-08-1994
1,07-27-2024,Silver Medal,2,MALLO-BRETON Auriane,Female,France,FRA,France,,,Fencing,Women's Épée Individual,HATH,10-11-1993
1,07-27-2024,Bronze Medal,3,MUHARI Eszter,Female,Hungary,HUN,Hungary,,,Fencing,Women's Épée Individual,HATH,09-30-2002
1,07-27-2024,Gold Medal,1,SMETOV Yeldos,Male,Kazakhstan,KAZ,Kazakhstan,,,Judo,Men -60 kg,HATH,09-09-1992
1,07-27-2024,Silver Medal,2,MKHEIDZE Luka,Male,France,FRA,France,,,Judo,Men -60 kg,HATH,01-05-1996
1,07-27-2024,Bronze Medal,3,NAGAYAMA Ryuju,Male,Japan,JPN,Japan,,,Judo,Men -60 kg,HATH,04-15-1996
1,07-27-2024,Bronze Medal,3,GARRIGOS Francisco,Male,Spain,ESP,Spain,,,Judo,Men -60 kg,HATH,12-09-1994
1,07-27-2024,Gold Medal,1,TSUNODA Natsumi,Female,Japan,JPN,Japan,,,Judo,Women -48 kg,HATH,08-06-1992
1,07-27-2024,Silver Medal,2,BAVUUDORJ Baasankhuu,Female,Mongolia,MGL,Mongolia,,,Judo,Women -48 kg,HATH,11-26-1999
1,07-27-2024,Bronze Medal,3,BOUKLI Shirine,Female,France,FRA,France,,,Judo,Women -48 kg,HATH,01-24-1999
1,07-27-2024,Bronze Medal,3,BABULFATH Tara,Female,Sweden,SWE,Sweden,,,Judo,Women -48 kg,HATH,01-03-2006
1,07-27-2024,Gold Medal,1,MAERTENS Lukas,Male,Germany,GER,Germany,,,Swimming,Men's 400m Freestyle,ATH,12-27-2001
1,07-27-2024,Silver Medal,2,WINNINGTON Elijah,Male,Australia,AUS,Australia,,,Swimming,Men's 400m Freestyle,ATH,05-05-2000
1,07-27-2024,Bronze Medal,3,KIM Woomin,Male,Korea,KOR,Korea,,,Swimming,Men's 400m Freestyle,ATH,08-24-2001
1,07-27-2024,Gold Medal,1,TITMUS Ariarne,Female,Australia,AUS,Australia,,,Swimming,Women's 400m Freestyle,ATH,09-07-2000
1,07-27-2024,Silver Medal,2,McINTOSH Summer,Female,Canada,CAN,Canada,,,Swimming,Women's 400m Freestyle,ATH,08-18-2006
1,07-27-2024,Bronze Medal,3,LEDECKY Katie,Female,United States,USA,United States,,,Swimming,Women's 400m Freestyle,ATH,03-17-1997
1,07-27-2024,Gold Medal,1,CHANG Yani,Female,China,CHN,China,People's Republic of China,W,Diving,Women's Synchronised 3m Springboard,TEAM,12-07-2001
1,07-27-2024,Gold Medal,1,CHEN Yiwen,Female,China,CHN,China,People's Republic of China,W,Diving,Women's Synchronised 3m Springboard,TEAM,06-15-1999
1,07-27-2024,Silver Medal,2,BACON Sarah,Female,United States,USA,United States,United States of America,W,Diving,Women's Synchronised 3m Springboard,TEAM,09-20-1996
1,07-27-2024,Silver Medal,2,COOK Kassidy,Female,United States,USA,United States,United States of America,W,Diving,Women's Synchronised 3m Springboard,TEAM,05-09-1995
1,07-27-2024,Bronze Medal,3,HARPER Yasmin,Female,Great Britain,GBR,Great Britain,Great Britain,W,Diving,Women's Synchronised 3m Springboard,TEAM,07-28-2000
1,07-27-2024,Bronze Medal,3,MEW JENSEN Scarlett,Female,Great Britain,GBR,Great Britain,Great Britain,W,Diving,Women's Synchronised 3m Springboard,TEAM,12-31-2001
1,07-27-2024,Gold Medal,1,PASQUET Varian,Male,France,FRA,France,France,M,Rugby Sevens,Men,HTEAM,07-29-1999
1,07-27-2024,Gold Medal,1,TIMO Andy,Male,France,FRA,France,France,M,Rugby Sevens,Men,HTEAM,05-28-2004
1,07-27-2024,Gold Medal,1,REBBADJ Rayan,Male,France,FRA,France,France,M,Rugby Sevens,Men,HTEAM,08-15-1999
1,07-27-2024,Gold Medal,1,FORNER Theo,Male,France,FRA,France,France,M,Rugby Sevens,Men,HTEAM,10-17-2001
1,07-27-2024,Gold Medal,1,PAREZ EDO MARTIN Stephen,Male,France,FRA,France,France,M,Rugby Sevens,Men,HTEAM,08-01-1994
1,07-27-2024,Gold Medal,1,RIVA Paulin,Male,France,FRA,France,France,M,Rugby Sevens,Men,HTEAM,04-20-1994
1,07-27-2024,Gold Medal,1,JOSEPH Jefferson-Lee,Male,France,FRA,France,France,M,Rugby Sevens,Men,HTEAM,08-29-2002
1,07-27-2024,Gold Medal,1,ZEGHDAR Antoine,Male,France,FRA,France,France,M,Rugby Sevens,Men,HTEAM,05-22-1999
1,07-27-2024,Gold Medal,1,GRANDIDIER NKANANG Aaron,Male,France,FRA,France,France,M,Rugby Sevens,Men,HTEAM,05-18-2000
1,07-27-2024,Gold Medal,1,BARRAQUE Jean Pascal,Male,France,FRA,France,France,M,Rugby Sevens,Men,HTEAM,04-24-1991
1,07-27-2024,Gold Medal,1,DUPONT Antoine,Male,France,FRA,France,France,M,Rugby Sevens,Men,HTEAM,11-15-1996
1,07-27-2024,Gold Medal,1,SEPHO Jordan,Male,France,FRA,France,France,M,Rugby Sevens,Men,HTEAM,12-08-1998
1,07-27-2024,Gold Medal,1,EPEE Nelson,Male,France,FRA,France,France,M,Rugby Sevens,Men,HTEAM,02-20-2001
1,07-27-2024,Silver Medal,2,NASOVA Joji,Male,Fiji,FIJ,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,06-09-2000
1,07-27-2024,Silver Medal,2,TALACOLO Joseva,Male,Fiji,FIJ,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,04-01-1997
1,07-27-2024,Silver Medal,2,MATANA Jeremaia,Male,Fiji,FIJ,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,07-14-1998
1,07-27-2024,Silver Medal,2,MOCENACAGI Sevuloni,Male,Fiji,FIJ,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,06-29-1990
1,07-27-2024,Silver Medal,2,BALEIWAIRIKI Iosefo,Male,Fiji,FIJ,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,05-09-1998
1,07-27-2024,Silver Medal,2,LOGANIMASI Ponipate,Male,Fiji,FIJ,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,03-26-1998
1,07-27-2024,Silver Medal,2,VEILAWA Terio Tamani,Male,Fiji,FIJ,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,07-06-1994
1,07-27-2024,Silver Medal,2,NACUQU Waisea,Male,Fiji,FIJ,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,05-24-1993
1,07-27-2024,Silver Medal,2,TUWAI Jerry,Male,Fiji,FIJ,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,03-23-1989
1,07-27-2024,Silver Medal,2,TEBA Iowane,Male,Fiji,FIJ,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,02-23-1993
1,07-27-2024,Silver Medal,2,RASAKU Kaminieli,Male,Fiji,FIJ,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,07-12-1999
1,07-27-2024,Silver Medal,2,RAVUTAUMADA Selesitino,Male,Fiji,FIJ,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,01-17-2000
1,07-27-2024,Silver Medal,2,JOSAIA Raisuqe,Male,Fiji,FIJ,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,07-22-1994
1,07-27-2024,Silver Medal,2,SAUTURAGA Filipe,Male,Fiji,FIJ,Fiji,Fiji,M,Rugby Sevens,Men,HTEAM,06-19-1994
1,07-27-2024,Bronze Medal,3,GROBBELAAR Christie,Male,South Africa,RSA,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,05-25-2000
1,07-27-2024,Bronze Medal,3,OOSTHUIZEN Ryan,Male,South Africa,RSA,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,05-22-1995
1,07-27-2024,Bronze Medal,3,VISSER Impi,Male,South Africa,RSA,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,05-30-1995
1,07-27-2024,Bronze Medal,3,DAVIDS Zain,Male,South Africa,RSA,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,05-04-1997
1,07-27-2024,Bronze Medal,3,NORTJE Quewin,Male,South Africa,RSA,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,01-14-2003
1,07-27-2024,Bronze Medal,3,PRETORIUS Tiaan,Male,South Africa,RSA,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,02-19-2001
1,07-27-2024,Bronze Medal,3,LEYDS Tristan,Male,South Africa,RSA,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,05-24-1997
1,07-27-2024,Bronze Medal,3,DAVIDS Selvyn,Male,South Africa,RSA,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,03-26-1994
1,07-27-2024,Bronze Medal,3,WILLIAMS Shaun,Male,South Africa,RSA,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,04-13-1998
1,07-27-2024,Bronze Medal,3,SPECMAN Rosko,Male,South Africa,RSA,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,04-28-1989
1,07-27-2024,Bronze Medal,3,SOYIZWAPI Siviwe,Male,South Africa,RSA,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,12-07-1992
1,07-27-2024,Bronze Medal,3,van WYK Shilton,Male,South Africa,RSA,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,12-22-1999
1,07-27-2024,Bronze Medal,3,BROWN Ronald,Male,South Africa,RSA,South Africa,South Africa,M,Rugby Sevens,Men,HTEAM,09-02-1995
1,07-27-2024,Gold Medal,1,HUANG Yuting,Female,China,CHN,China,People's Republic of China 1,X,Shooting,10m Air Rifle Mixed Team,HTEAM,09-03-2006
1,07-27-2024,Gold Medal,1,SHENG Lihao,Male,China,CHN,China,People's Republic of China 1,X,Shooting,10m Air Rifle Mixed Team,HTEAM,12-04-2004
1,07-27-2024,Silver Medal,2,KEUM Jihyeon,Female,Korea,KOR,Korea,Republic of Korea 1,X,Shooting,10m Air Rifle Mixed Team,HTEAM,03-17-2000
1,07-27-2024,Silver Medal,2,PARK Hajun,Male,Korea,KOR,Korea,Republic of Korea 1,X,Shooting,10m Air Rifle Mixed Team,HTEAM,04-19-2000
1,07-27-2024,Bronze Medal,3,LE Alexandra,Female,Kazakhstan,KAZ,Kazakhstan,Kazakhstan 1,X,Shooting,10m Air Rifle Mixed Team,HTEAM,05-03-2004
1,07-27-2024,Bronze Medal,3,SATPAYEV Islam,Male,Kazakhstan,KAZ,Kazakhstan,Kazakhstan 1,X,Shooting,10m Air Rifle Mixed Team,HTEAM,09-21-1998
1,07-27-2024,Gold Medal,1,HELD Ryan,Male,United States,USA,United States,United States of America,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,06-27-1995
1,07-27-2024,Gold Medal,1,KING Matt,Male,United States,USA,United States,United States of America,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,02-19-2002
1,07-27-2024,Gold Medal,1,ARMSTRONG Hunter,Male,United States,USA,United States,United States of America,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,01-24-2001
1,07-27-2024,Gold Medal,1,DRESSEL Caeleb,Male,United States,USA,United States,United States of America,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,08-16-1996
1,07-27-2024,Gold Medal,1,ALEXY Jack,Male,United States,USA,United States,United States of America,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,01-19-2003
1,07-27-2024,Gold Medal,1,GUILIANO Chris,Male,United States,USA,United States,United States of America,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,06-25-2003
1,07-27-2024,Silver Medal,2,CARTWRIGHT Jack,Male,Australia,AUS,Australia,Australia,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,09-22-1998
1,07-27-2024,Silver Medal,2,YANG William,Male,Australia,AUS,Australia,Australia,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,10-11-1998
1,07-27-2024,Silver Medal,2,SOUTHAM Flynn,Male,Australia,AUS,Australia,Australia,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,06-05-2005
1,07-27-2024,Silver Medal,2,CHALMERS Kyle,Male,Australia,AUS,Australia,Australia,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,06-25-1998
1,07-27-2024,Silver Medal,2,TAYLOR Kai,Male,Australia,AUS,Australia,Australia,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,08-18-2003
1,07-27-2024,Bronze Medal,3,ZAZZERI Lorenzo,Male,Italy,ITA,Italy,Italy,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,08-09-1994
1,07-27-2024,Bronze Medal,3,DEPLANO Leonardo,Male,Italy,ITA,Italy,Italy,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,07-21-1999
1,07-27-2024,Bronze Medal,3,CONTE BONIN Paolo,Male,Italy,ITA,Italy,Italy,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,02-09-2002
1,07-27-2024,Bronze Medal,3,FRIGO Manuel,Male,Italy,ITA,Italy,Italy,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,02-18-1997
1,07-27-2024,Bronze Medal,3,CECCON Thomas,Male,Italy,ITA,Italy,Italy,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,01-27-2001
1,07-27-2024,Bronze Medal,3,MIRESSI Alessandro,Male,Italy,ITA,Italy,Italy,M,Swimming,Men's 4 x 100m Freestyle Relay,TEAM,10-02-1998
1,07-27-2024,Gold Medal,1,WUNSCH Olivia,Female,Australia,AUS,Australia,Australia,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,05-31-2006
1,07-27-2024,Gold Medal,1,CAMPBELL Bronte,Female,Australia,AUS,Australia,Australia,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,05-14-1994
1,07-27-2024,Gold Medal,1,HARRIS Meg,Female,Australia,AUS,Australia,Australia,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,03-07-2002
1,07-27-2024,Gold Medal,1,McKEON Emma,Female,Australia,AUS,Australia,Australia,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,05-24-1994
1,07-27-2024,Gold Medal,1,JACK Shayna,Female,Australia,AUS,Australia,Australia,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,11-06-1998
1,07-27-2024,Gold Medal,1,O'CALLAGHAN Mollie,Female,Australia,AUS,Australia,Australia,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,04-02-2004
1,07-27-2024,Silver Medal,2,WEITZEIL Abbey,Female,United States,USA,United States,United States of America,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,12-03-1996
1,07-27-2024,Silver Medal,2,MANUEL Simone,Female,United States,USA,United States,United States of America,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,08-02-1996
1,07-27-2024,Silver Medal,2,CONNOLLY Erika,Female,United States,USA,United States,United States of America,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,08-27-1998
1,07-27-2024,Silver Medal,2,DOUGLASS Kate,Female,United States,USA,United States,United States of America,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,11-17-2001
1,07-27-2024,Silver Medal,2,HUSKE Torri,Female,United States,USA,United States,United States of America,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,12-07-2002
1,07-27-2024,Silver Medal,2,WALSH Gretchen,Female,United States,USA,United States,United States of America,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,01-29-2003
1,07-27-2024,Bronze Medal,3,CHENG Yujie,Female,China,CHN,China,People's Republic of China,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,09-22-2005
1,07-27-2024,Bronze Medal,3,WU Qingfeng,Female,China,CHN,China,People's Republic of China,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,01-28-2003
1,07-27-2024,Bronze Medal,3,YU Yiting,Female,China,CHN,China,People's Republic of China,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,09-05-2005
1,07-27-2024,Bronze Medal,3,YANG Junxuan,Female,China,CHN,China,People's Republic of China,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,01-26-2002
1,07-27-2024,Bronze Medal,3,ZHANG Yufei,Female,China,CHN,China,People's Republic of China,W,Swimming,Women's 4 x 100m Freestyle Relay,TEAM,04-19-1998
2,07-28-2024,Gold Medal,1,FOX Jessica,Female,Australia,AUS,Australia,,,Canoe Slalom,Women's Kayak Single,ATH,06-11-1994
2,07-28-2024,Silver Medal,2,ZWOLINSKA Klaudia,Female,Poland,POL,Poland,,,Canoe Slalom,Women's Kayak Single,ATH,12-18-1998
2,07-28-2024,Bronze Medal,3,WOODS Kimberley,Female,Great Britain,GBR,Great Britain,,,Canoe Slalom,Women's Kayak Single,ATH,09-08-1995
2,07-28-2024,Gold Medal,1,FERRAND PREVOT Pauline,Female,France,FRA,France,,,Cycling Mountain Bike,Women's Cross-country,ATH,02-10-1992
2,07-28-2024,Silver Medal,2,BATTEN Haley,Female,United States,USA,United States,,,Cycling Mountain Bike,Women's Cross-country,ATH,09-19-1998
2,07-28-2024,Bronze Medal,3,RISSVEDS Jenny,Female,Sweden,SWE,Sweden,,,Cycling Mountain Bike,Women's Cross-country,ATH,06-06-1994
2,07-28-2024,Gold Medal,1,KANO Koki,Male,Japan,JPN,Japan,,,Fencing,Men's Épée Individual,HATH,12-19-1997
2,07-28-2024,Silver Medal,2,BOREL Yannick,Male,France,FRA,France,,,Fencing,Men's Épée Individual,HATH,11-05-1988
2,07-28-2024,Bronze Medal,3,ELSAYED Mohamed,Male,Egypt,EGY,Egypt,,,Fencing,Men's Épée Individual,HATH,03-03-2003
2,07-28-2024,Gold Medal,1,KIEFER Lee,Female,United States,USA,United States,,,Fencing,Women's Foil Individual,HATH,06-15-1994
2,07-28-2024,Silver Medal,2,SCRUGGS Lauren,Female,United States,USA,United States,,,Fencing,Women's Foil Individual,HATH,01-27-2003
2,07-28-2024,Bronze Medal,3,HARVEY Eleanor,Female,Canada,CAN,Canada,,,Fencing,Women's Foil Individual,HATH,01-14-1995
2,07-28-2024,Gold Medal,1,ABE Hifumi,Male,Japan,JPN,Japan,,,Judo,Men -66 kg,HATH,08-09-1997
2,07-28-2024,Silver Medal,2,LIMA Willian,Male,Brazil,BRA,Brazil,,,Judo,Men -66 kg,HATH,01-31-2000
2,07-28-2024,Bronze Medal,3,KYRGYZBAYEV Gusman,Male,Kazakhstan,KAZ,Kazakhstan,,,Judo,Men -66 kg,HATH,09-28-1992
2,07-28-2024,Bronze Medal,3,VIERU Denis,Male,Republic of Moldova,MDA,Republic of Moldova,,,Judo,Men -66 kg,HATH,03-10-1996
2,07-28-2024,Gold Medal,1,KELDIYOROVA Diyora,Female,Uzbekistan,UZB,Uzbekistan,,,Judo,Women -52 kg,HATH,07-13-1998
2,07-28-2024,Silver Medal,2,KRASNIQI Distria,Female,Kosovo,KOS,Kosovo,,,Judo,Women -52 kg,HATH,12-10-1995
2,07-28-2024,Bronze Medal,3,PIMENTA Larissa,Female,Brazil,BRA,Brazil,,,Judo,Women -52 kg,HATH,03-01-1999
2,07-28-2024,Bronze Medal,3,BUCHARD Amandine,Female,France,FRA,France,,,Judo,Women -52 kg,HATH,07-12-1995
2,07-28-2024,Gold Medal,1,XIE Yu,Male,China,CHN,China,,,Shooting,10m Air Pistol Men,ATH,06-12-2000
2,07-28-2024,Silver Medal,2,MALDINI Federico Nilo,Male,Italy,ITA,Italy,,,Shooting,10m Air Pistol Men,ATH,03-28-2001
2,07-28-2024,Bronze Medal,3,MONNA Paolo,Male,Italy,ITA,Italy,,,Shooting,10m Air Pistol Men,ATH,04-19-1998
2,07-28-2024,Gold Medal,1,OH Ye Jin,Female,Korea,KOR,Korea,,,Shooting,10m Air Pistol Women,ATH,05-10-2005
2,07-28-2024,Silver Medal,2,KIM Yeji,Female,Korea,KOR,Korea,,,Shooting,10m Air Pistol Women,ATH,09-04-1992
2,07-28-2024,Bronze Medal,3,BHAKER Manu,Female,India,IND,India,,,Shooting,10m Air Pistol Women,ATH,02-18-2002
2,07-28-2024,Gold Medal,1,YOSHIZAWA Coco,Female,Japan,JPN,Japan,,,Skateboarding,Women's Street,ATH,09-22-2009
2,07-28-2024,Silver Medal,2,AKAMA Liz,Female,Japan,JPN,Japan,,,Skateboarding,Women's Street,ATH,01-08-2009
2,07-28-2024,Bronze Medal,3,LEAL Rayssa,Female,Brazil,BRA,Brazil,,,Skateboarding,Women's Street,ATH,01-04-2008
2,07-28-2024,Gold Medal,1,MARTINENGHI Nicolo,Male,Italy,ITA,Italy,,,Swimming,Men's 100m Breaststroke,ATH,08-01-1999
2,07-28-2024,Silver Medal,2,PEATY Adam,Male,Great Britain,GBR,Great Britain,,,Swimming,Men's 100m Breaststroke,ATH,12-28-1994
2,07-28-2024,Silver Medal,2,FINK Nic,Male,United States,USA,United States,,,Swimming,Men's 100m Breaststroke,ATH,07-03-1993
2,07-28-2024,Gold Medal,1,MARCHAND Leon,Male,France,FRA,France,,,Swimming,Men's 400m Individual Medley,ATH,05-17-2002
2,07-28-2024,Silver Medal,2,MATSUSHITA Tomoyuki,Male,Japan,JPN,Japan,,,Swimming,Men's 400m Individual Medley,ATH,08-01-2005
2,07-28-2024,Bronze Medal,3,FOSTER Carson,Male,United States,USA,United States,,,Swimming,Men's 400m Individual Medley,ATH,10-26-2001
2,07-28-2024,Gold Medal,1,HUSKE Torri,Female,United States,USA,United States,,,Swimming,Women's 100m Butterfly,ATH,12-07-2002
2,07-28-2024,Silver Medal,2,WALSH Gretchen,Female,United States,USA,United States,,,Swimming,Women's 100m Butterfly,ATH,01-29-2003
2,07-28-2024,Bronze Medal,3,ZHANG Yufei,Female,China,CHN,China,,,Swimming,Women's 100m Butterfly,ATH,04-19-1998
2,07-28-2024,Gold Medal,1,JEON Hunyoung,Female,Korea,KOR,Korea,Republic of Korea,W,Archery,Women's Team,HTEAM,05-29-1994
2,07-28-2024,Gold Medal,1,LIM Sihyeon,Female,Korea,KOR,Korea,Republic of Korea,W,Archery,Women's Team,HTEAM,06-13-2003
2,07-28-2024,Gold Medal,1,NAM Suhyeon,Female,Korea,KOR,Korea,Republic of Korea,W,Archery,Women's Team,HTEAM,01-27-2005
2,07-28-2024,Silver Medal,2,AN Qixuan,Female,China,CHN,China,People's Republic of China,W,Archery,Women's Team,HTEAM,12-03-2000
2,07-28-2024,Silver Medal,2,LI Jiaman,Female,China,CHN,China,People's Republic of China,W,Archery,Women's Team,HTEAM,08-18-1997
2,07-28-2024,Silver Medal,2,YANG Xiaolei,Female,China,CHN,China,People's Republic of China,W,Archery,Women's Team,HTEAM,06-28-2000
2,07-28-2024,Bronze Medal,3,RUIZ Angela,Female,Mexico,MEX,Mexico,Mexico,W,Archery,Women's Team,HTEAM,07-28-2006
2,07-28-2024,Bronze Medal,3,VALENCIA Alejandra,Female,Mexico,MEX,Mexico,Mexico,W,Archery,Women's Team,HTEAM,10-17-1994
2,07-28-2024,Bronze Medal,3,VAZQUEZ Ana,Female,Mexico,MEX,Mexico,Mexico,W,Archery,Women's Team,HTEAM,10-05-2000
3,07-29-2024,Gold Medal,1,GESTIN Nicolas,Male,France,FRA,France,,,Canoe Slalom,Men's Canoe Single,ATH,03-14-2000
3,07-29-2024,Silver Medal,2,BURGESS Adam,Male,Great Britain,GBR,Great Britain,,,Canoe Slalom,Men's Canoe Single,ATH,07-17-1992
3,07-29-2024,Bronze Medal,3,BENUS Matej,Male,Slovakia,SVK,Slovakia,,,Canoe Slalom,Men's Canoe Single,ATH,11-02-1987
3,07-29-2024,Gold Medal,1,PIDCOCK Thomas,Male,Great Britain,GBR,Great Britain,,,Cycling Mountain Bike,Men's Cross-country,ATH,07-30-1999
3,07-29-2024,Silver Medal,2,KORETZKY Victor,Male,France,FRA,France,,,Cycling Mountain Bike,Men's Cross-country,ATH,08-26-1994
3,07-29-2024,Bronze Medal,3,HATHERLY Alan,Male,South Africa,RSA,South Africa,,,Cycling Mountain Bike,Men's Cross-country,ATH,03-15-1996
3,07-29-2024,Gold Medal,1,JUNG Michael,Male,Germany,GER,Germany,,,Equestrian,Eventing Individual,ATH,07-31-1982
3,07-29-2024,Silver Medal,2,BURTON Christopher,Male,Australia,AUS,Australia,,,Equestrian,Eventing Individual,ATH,11-22-1981
3,07-29-2024,Bronze Medal,3,COLLETT Laura,Female,Great Britain,GBR,Great Britain,,,Equestrian,Eventing Individual,ATH,08-31-1989
3,07-29-2024,Gold Medal,1,CHEUNG Ka Long,Male,"Hong Kong, China",HKG,"Hong Kong, China",,,Fencing,Men's Foil Individual,HATH,06-10-1997
3,07-29-2024,Silver Medal,2,MACCHI Filippo,Male,Italy,ITA,Italy,,,Fencing,Men's Foil Individual,HATH,09-19-2001
3,07-29-2024,Bronze Medal,3,ITKIN Nick,Male,United States,USA,United States,,,Fencing,Men's Foil Individual,HATH,10-09-1999
3,07-29-2024,Gold Medal,1,APITHY-BRUNET Manon,Female,France,FRA,France,,,Fencing,Women's Sabre Individual,HATH,02-07-1996
3,07-29-2024,Silver Medal,2,BALZER Sara,Female,France,FRA,France,,,Fencing,Women's Sabre Individual,HATH,04-03-1995
3,07-29-2024,Bronze Medal,3,KHARLAN Olga,Female,Ukraine,UKR,Ukraine,,,Fencing,Women's Sabre Individual,HATH,09-04-1990
3,07-29-2024,Gold Medal,1,HEYDAROV Hidayat,Male,Azerbaijan,AZE,Azerbaijan,,,Judo,Men -73 kg,HATH,07-27-1997
3,07-29-2024,Silver Medal,2,GABA Joan-Benjamin,Male,France,FRA,France,,,Judo,Men -73 kg,HATH,01-07-2001
3,07-29-2024,Bronze Medal,3,OSMANOV Adil,Male,Republic of Moldova,MDA,Republic of Moldova,,,Judo,Men -73 kg,HATH,07-02-2000
3,07-29-2024,Bronze Medal,3,HASHIMOTO Soichi,Male,Japan,JPN,Japan,,,Judo,Men -73 kg,HATH,08-24-1991
3,07-29-2024,Gold Medal,1,DEGUCHI Christa,Female,Canada,CAN,Canada,,,Judo,Women -57 kg,HATH,10-29-1995
3,07-29-2024,Silver Medal,2,HUH Mimi,Female,Korea,KOR,Korea,,,Judo,Women -57 kg,HATH,12-19-2002
3,07-29-2024,Bronze Medal,3,FUNAKUBO Haruka,Female,Japan,JPN,Japan,,,Judo,Women -57 kg,HATH,10-10-1998
