day,medal_date,medal_type,name,country_code,gender,discipline,event,event_type,url_event
15,10-08-2024,Gold Medal,Razambek Salambekovitch JAMALOV,UZB,M,Wrestling,Men's Freestyle 74kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-74kg/fnl-000100--
15,10-08-2024,Silver Medal,TAKATANI Daichi,JPN,M,Wrestling,Men's Freestyle 74kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-74kg/fnl-000100--
15,10-08-2024,Bronze Medal,Kyle Douglas DAKE,USA,M,Wrestling,Men's Freestyle 74kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-74kg/repf000100--
15,10-08-2024,Bronze Medal,Chermen VALIEV,ALB,M,Wrestling,Men's Freestyle 74kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-74kg/repf000200--
15,10-08-2024,Gold Medal,MOTOKI Sakura,JPN,W,Wrestling,Women's Freestyle 62kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-62kg/fnl-000100--
15,10-08-2024,Silver Medal,Iryna KOLIADENKO,UKR,W,Wrestling,Women's Freestyle 62kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-62kg/fnl-000100--
15,10-08-2024,Bronze Medal,Aisuluu TYNYBEKOVA,KGZ,W,Wrestling,Women's Freestyle 62kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-62kg/repf000100--
15,10-08-2024,Bronze Medal,Grace Jacob BULLEN,NOR,W,Wrestling,Women's Freestyle 62kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-62kg/repf000200--
15,10-08-2024,Gold Medal,People's Republic of China,CHN,W,Rhythmic Gymnastics,Group All-Around,TEAM,/en/paris-2024/results/rhythmic-gymnastics/group-all-around/fnl-a0000102
15,10-08-2024,Silver Medal,Israel,ISR,W,Rhythmic Gymnastics,Group All-Around,TEAM,/en/paris-2024/results/rhythmic-gymnastics/group-all-around/fnl-a0000102
15,10-08-2024,Bronze Medal,Italy,ITA,W,Rhythmic Gymnastics,Group All-Around,TEAM,/en/paris-2024/results/rhythmic-gymnastics/group-all-around/fnl-a0000102
16,11-08-2024,Gold Medal,Sifan HASSAN,NED,W,Athletics,Women's Marathon,ATH,/en/paris-2024/results/athletics/women-s-marathon/fnl-000100--
16,11-08-2024,Silver Medal,Tigst ASSEFA,ETH,W,Athletics,Women's Marathon,ATH,/en/paris-2024/results/athletics/women-s-marathon/fnl-000100--
16,11-08-2024,Bronze Medal,Hellen OBIRI,KEN,W,Athletics,Women's Marathon,ATH,/en/paris-2024/results/athletics/women-s-marathon/fnl-000100--
16,11-08-2024,Gold Medal,United States,USA,W,Basketball,Women,HTEAM,/en/paris-2024/results/basketball/women/fnl-000100--
16,11-08-2024,Silver Medal,France,FRA,W,Basketball,Women,HTEAM,/en/paris-2024/results/basketball/women/fnl-000100--
16,11-08-2024,Bronze Medal,Australia,AUS,W,Basketball,Women,HTEAM,/en/paris-2024/results/basketball/women/fnl-000200--
16,11-08-2024,Gold Medal,Harrie LAVREYSEN,NED,M,Cycling Track,Men's Keirin,ATH,/en/paris-2024/results/cycling-track/men-s-keirin/fnl---------
16,11-08-2024,Silver Medal,Matthew RICHARDSON,AUS,M,Cycling Track,Men's Keirin,ATH,/en/paris-2024/results/cycling-track/men-s-keirin/fnl---------
16,11-08-2024,Bronze Medal,Matthew GLAETZER,AUS,M,Cycling Track,Men's Keirin,ATH,/en/paris-2024/results/cycling-track/men-s-keirin/fnl---------
16,11-08-2024,Gold Medal,Jennifer VALENTE,USA,W,Cycling Track,Women's Omnium,ATH,/en/paris-2024/results/cycling-track/women-s-omnium/pts-000100--
16,11-08-2024,Silver Medal,Daria PIKULIK,POL,W,Cycling Track,Women's Omnium,ATH,/en/paris-2024/results/cycling-track/women-s-omnium/pts-000100--
16,11-08-2024,Bronze Medal,Ally WOLLASTON,NZL,W,Cycling Track,Women's Omnium,ATH,/en/paris-2024/results/cycling-track/women-s-omnium/pts-000100--
16,11-08-2024,Gold Medal,Ellesse ANDREWS,NZL,W,Cycling Track,Women's Sprint,ATH,/en/paris-2024/results/cycling-track/women-s-sprint/fnl---------
16,11-08-2024,Silver Medal,Lea FRIEDRICH,GER,W,Cycling Track,Women's Sprint,ATH,/en/paris-2024/results/cycling-track/women-s-sprint/fnl---------
16,11-08-2024,Bronze Medal,Emma FINUCANE,GBR,W,Cycling Track,Women's Sprint,ATH,/en/paris-2024/results/cycling-track/women-s-sprint/fnl---------
16,11-08-2024,Gold Medal,Denmark,DEN,M,Handball,Men,HTEAM,/en/paris-2024/results/handball/men/fnl-000100--
16,11-08-2024,Silver Medal,Germany,GER,M,Handball,Men,HTEAM,/en/paris-2024/results/handball/men/fnl-000100--
16,11-08-2024,Bronze Medal,Spain,ESP,M,Handball,Men,HTEAM,/en/paris-2024/results/handball/men/fnl-000200--
16,11-08-2024,Gold Medal,Michelle GULYAS,HUN,W,Modern Pentathlon,Women's Individual,ATH,/en/paris-2024/results/modern-pentathlon/women-s-individual/fnl-0001lr--
16,11-08-2024,Silver Medal,Elodie CLOUVEL,FRA,W,Modern Pentathlon,Women's Individual,ATH,/en/paris-2024/results/modern-pentathlon/women-s-individual/fnl-0001lr--
16,11-08-2024,Bronze Medal,SEONG Seungmin,KOR,W,Modern Pentathlon,Women's Individual,ATH,/en/paris-2024/results/modern-pentathlon/women-s-individual/fnl-0001lr--
16,11-08-2024,Gold Medal,Italy,ITA,W,Volleyball,Women,HTEAM,/en/paris-2024/results/volleyball/women/fnl-000100--
16,11-08-2024,Silver Medal,United States,USA,W,Volleyball,Women,HTEAM,/en/paris-2024/results/volleyball/women/fnl-000100--
16,11-08-2024,Gold Medal,Serbia,SRB,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000100--
16,11-08-2024,Silver Medal,Croatia,CRO,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000100--
16,11-08-2024,Bronze Medal,United States,USA,M,Water Polo,Men,HTEAM,/en/paris-2024/results/water-polo/men/fnl-000200--
16,11-08-2024,Gold Medal,LI Wenwen,CHN,W,Weightlifting,Women's +81kg,ATH,/en/paris-2024/results/weightlifting/women-s--plus-81kg/fnl-000100--
16,11-08-2024,Silver Medal,PARK Hyejeong,KOR,W,Weightlifting,Women's +81kg,ATH,/en/paris-2024/results/weightlifting/women-s--plus-81kg/fnl-000100--
16,11-08-2024,Bronze Medal,Emily CAMPBELL,GBR,W,Weightlifting,Women's +81kg,ATH,/en/paris-2024/results/weightlifting/women-s--plus-81kg/fnl-000100--
16,11-08-2024,Gold Medal,KIYOOKA Kotaro,JPN,M,Wrestling,Men's Freestyle 65kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-65kg/fnl-000100--
16,11-08-2024,Silver Medal,Rahman AMOUZADKHALILI,IRI,M,Wrestling,Men's Freestyle 65kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-65kg/fnl-000100--
16,11-08-2024,Bronze Medal,Sebastian C RIVERA,PUR,M,Wrestling,Men's Freestyle 65kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-65kg/repf000100--
16,11-08-2024,Bronze Medal,Islam DUDAEV,ALB,M,Wrestling,Men's Freestyle 65kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-65kg/repf000200--
16,11-08-2024,Gold Medal,Akhmed TAZHUDINOV,BRN,M,Wrestling,Men's Freestyle 97kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-97kg/fnl-000100--
16,11-08-2024,Silver Medal,Givi MATCHARASHVILI,GEO,M,Wrestling,Men's Freestyle 97kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-97kg/fnl-000100--
16,11-08-2024,Bronze Medal,Magomedkhan MAGOMEDOV,AZE,M,Wrestling,Men's Freestyle 97kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-97kg/repf000100--
16,11-08-2024,Bronze Medal,Amirali AZARPIRA,IRI,M,Wrestling,Men's Freestyle 97kg,HATH,/en/paris-2024/results/wrestling/men-s-freestyle-97kg/repf000200--
16,11-08-2024,Gold Medal,KAGAMI Yuka,JPN,W,Wrestling,Women's Freestyle 76kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-76kg/fnl-000100--
16,11-08-2024,Silver Medal,Kennedy Alexis BLADES,USA,W,Wrestling,Women's Freestyle 76kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-76kg/fnl-000100--
16,11-08-2024,Bronze Medal,Milaimy de la Carid. MARIN POTRILLE,CUB,W,Wrestling,Women's Freestyle 76kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-76kg/repf000100--
16,11-08-2024,Bronze Medal,Tatiana RENTERIA RENTERIA,COL,W,Wrestling,Women's Freestyle 76kg,HATH,/en/paris-2024/results/wrestling/women-s-freestyle-76kg/repf000200--
