medal_date,medal_type,medal_code,name,country_code,gender,discipline,event,event_type,url_event
2024-08-02,Bronze Medal,3,STEYAERT/PICON,FRA,W,Sailing,Women's Skiff,TEAM,/en/paris-2024/results/sailing/women-s-skiff/fnl-000100--
2024-08-02,Gold Medal,1,Chiara LEONE,SUI,W,Shooting,50m Rifle 3 Positions Women,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-women/fnl-000100--
2024-08-02,Silver Medal,2,Sagen MADDALENA,USA,W,Shooting,50m Rifle 3 Positions Women,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-women/fnl-000100--
2024-08-02,Bronze Medal,3,ZHANG Qiongyue,CHN,W,Shooting,50m Rifle 3 Positions Women,ATH,/en/paris-2024/results/shooting/50m-rifle-3-positions-women/fnl-000100--
2024-08-02,Gold Medal,1,Leon MARCHAND,FRA,M,Swimming,Men's 200m Individual Medley,ATH,/en/paris-2024/results/swimming/men-s-200m-individual-medley/fnl-000100--
2024-08-02,Silver Medal,2,Duncan SCOTT,GBR,M,Swimming,Men's 200m Individual Medley,ATH,/en/paris-2024/results/swimming/men-s-200m-individual-medley/fnl-000100--
2024-08-02,Bronze Medal,3,WANG Shun,CHN,M,Swimming,Men's 200m Individual Medley,ATH,/en/paris-2024/results/swimming/men-s-200m-individual-medley/fnl-000100--
2024-08-02,Gold Medal,1,Cameron McEVOY,AUS,M,Swimming,Men's 50m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-50m-freestyle/fnl-000100--
2024-08-02,Silver Medal,2,Benjamin PROUD,GBR,M,Swimming,Men's 50m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-50m-freestyle/fnl-000100--
2024-08-02,Bronze Medal,3,Florent MANAUDOU,FRA,M,Swimming,Men's 50m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-50m-freestyle/fnl-000100--
2024-08-02,Gold Medal,1,Kaylee McKEOWN,AUS,W,Swimming,Women's 200m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-200m-backstroke/fnl-000100--
2024-08-02,Silver Medal,2,Regan SMITH,USA,W,Swimming,Women's 200m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-200m-backstroke/fnl-000100--
2024-08-02,Bronze Medal,3,Kylie MASSE,CAN,W,Swimming,Women's 200m Backstroke,ATH,/en/paris-2024/results/swimming/women-s-200m-backstroke/fnl-000100--
2024-08-02,Gold Medal,1,SINIAKOVA/MACHAC,CZE,X,Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/tennis/mixed-doubles/fnl-000100--
2024-08-02,Silver Medal,2,WANG/ZHANG,CHN,X,Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/tennis/mixed-doubles/fnl-000100--
2024-08-02,Bronze Medal,3,DABROWSKI/AUGER-ALIAS,CAN,X,Tennis,Mixed Doubles,HCOUP,/en/paris-2024/results/tennis/mixed-doubles/fnl-000200--
2024-08-02,Bronze Medal,3,Iga SWIATEK,POL,W,Tennis,Women's Singles,HATH,/en/paris-2024/results/tennis/women-s-singles/fnl-000200--
2024-08-02,Gold Medal,1,Ivan LITVINOVICH,AIN,M,Trampoline Gymnastics,Men,ATH,/en/paris-2024/results/trampoline-gymnastics/men/fnl-000001--
2024-08-02,Silver Medal,2,WANG Zisai,CHN,M,Trampoline Gymnastics,Men,ATH,/en/paris-2024/results/trampoline-gymnastics/men/fnl-000001--
2024-08-02,Bronze Medal,3,YAN Langyu,CHN,M,Trampoline Gymnastics,Men,ATH,/en/paris-2024/results/trampoline-gymnastics/men/fnl-000001--
2024-08-02,Gold Medal,1,Bryony PAGE,GBR,W,Trampoline Gymnastics,Women,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--
2024-08-02,Silver Medal,2,Viyaleta BARDZILOUSKAYA,AIN,W,Trampoline Gymnastics,Women,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--
2024-08-02,Bronze Medal,3,Sophiane METHOT,CAN,W,Trampoline Gymnastics,Women,ATH,/en/paris-2024/results/trampoline-gymnastics/women/fnl-000001--
2024-08-03,Gold Medal,1,LIM Sihyeon,KOR,W,Archery,Women's Individual,HATH,/en/paris-2024/results/archery/women-s-individual/fnl-000100--
2024-08-03,Silver Medal,2,NAM Suhyeon,KOR,W,Archery,Women's Individual,HATH,/en/paris-2024/results/archery/women-s-individual/fnl-000100--
2024-08-03,Bronze Medal,3,Lisa BARBELIN,FRA,W,Archery,Women's Individual,HATH,/en/paris-2024/results/archery/women-s-individual/fnl-000200--
2024-08-03,Gold Medal,1,Carlos Edriel YULO,PHI,M,Artistic Gymnastics,Men's Floor Exercise,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-floor-exercise/fnl-000001--
2024-08-03,Silver Medal,2,Artem DOLGOPYAT,ISR,M,Artistic Gymnastics,Men's Floor Exercise,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-floor-exercise/fnl-000001--
2024-08-03,Bronze Medal,3,Jake JARMAN,GBR,M,Artistic Gymnastics,Men's Floor Exercise,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-floor-exercise/fnl-000001--
2024-08-03,Gold Medal,1,Rhys MC CLENAGHAN,IRL,M,Artistic Gymnastics,Men's Pommel Horse,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-pommel-horse/fnl-000001--
2024-08-03,Silver Medal,2,Nariman KURBANOV,KAZ,M,Artistic Gymnastics,Men's Pommel Horse,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-pommel-horse/fnl-000001--
2024-08-03,Bronze Medal,3,Stephen NEDOROSCIK,USA,M,Artistic Gymnastics,Men's Pommel Horse,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-pommel-horse/fnl-000001--
2024-08-03,Gold Medal,1,Simone BILES,USA,W,Artistic Gymnastics,Women's Vault,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-vault/fnl-000001--
2024-08-03,Silver Medal,2,Rebeca ANDRADE,BRA,W,Artistic Gymnastics,Women's Vault,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-vault/fnl-000001--
2024-08-03,Bronze Medal,3,Jade CAREY,USA,W,Artistic Gymnastics,Women's Vault,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-vault/fnl-000001--
2024-08-03,Gold Medal,1,Netherlands,NED,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--
2024-08-03,Silver Medal,2,United States,USA,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--
2024-08-03,Bronze Medal,3,Great Britain,GBR,X,Athletics,4 x 400m Relay Mixed,TEAM,/en/paris-2024/results/athletics/4-x-400m-relay-mixed/fnl-000100--
2024-08-03,Gold Medal,1,Markus ROOTH,NOR,M,Athletics,Men's Decathlon,ATH,/en/paris-2024/results/athletics/men-s-decathlon/1500--------
2024-08-03,Silver Medal,2,Leo NEUGEBAUER,GER,M,Athletics,Men's Decathlon,ATH,/en/paris-2024/results/athletics/men-s-decathlon/1500--------
2024-08-03,Bronze Medal,3,Lindon VICTOR,GRN,M,Athletics,Men's Decathlon,ATH,/en/paris-2024/results/athletics/men-s-decathlon/1500--------
2024-08-03,Gold Medal,1,Ryan CROUSER,USA,M,Athletics,Men's Shot Put,ATH,/en/paris-2024/results/athletics/men-s-shot-put/fnl-000100--
2024-08-03,Silver Medal,2,Joe KOVACS,USA,M,Athletics,Men's Shot Put,ATH,/en/paris-2024/results/athletics/men-s-shot-put/fnl-000100--
2024-08-03,Bronze Medal,3,Rajindra CAMPBELL,JAM,M,Athletics,Men's Shot Put,ATH,/en/paris-2024/results/athletics/men-s-shot-put/fnl-000100--
2024-08-03,Gold Medal,1,Julien ALFRED,LCA,W,Athletics,Women's 100m,ATH,/en/paris-2024/results/athletics/women-s-100m/fnl-000100--
2024-08-03,Silver Medal,2,Sha'carri RICHARDSON,USA,W,Athletics,Women's 100m,ATH,/en/paris-2024/results/athletics/women-s-100m/fnl-000100--
2024-08-03,Bronze Medal,3,Melissa JEFFERSON,USA,W,Athletics,Women's 100m,ATH,/en/paris-2024/results/athletics/women-s-100m/fnl-000100--
2024-08-03,Gold Medal,1,Thea LAFOND,DMA,W,Athletics,Women's Triple Jump,ATH,/en/paris-2024/results/athletics/women-s-triple-jump/fnl-000100--
2024-08-03,Silver Medal,2,Shanieka RICKETTS,JAM,W,Athletics,Women's Triple Jump,ATH,/en/paris-2024/results/athletics/women-s-triple-jump/fnl-000100--
2024-08-03,Bronze Medal,3,Jasmine MOORE,USA,W,Athletics,Women's Triple Jump,ATH,/en/paris-2024/results/athletics/women-s-triple-jump/fnl-000100--
2024-08-03,Gold Medal,1,CHEN/JIA,CHN,W,Badminton,Women's Doubles,HCOUP,/en/paris-2024/results/badminton/women-s-doubles/fnl-000100--
2024-08-03,Silver Medal,2,LIU/TAN,CHN,W,Badminton,Women's Doubles,HCOUP,/en/paris-2024/results/badminton/women-s-doubles/fnl-000100--
2024-08-03,Bronze Medal,3,MATSUYAMA/SHIDA,JPN,W,Badminton,Women's Doubles,HCOUP,/en/paris-2024/results/badminton/women-s-doubles/fnl-000200--
2024-08-03,Bronze Medal,3,WU Shih Yi,TPE,W,Boxing,Women's 60kg,HATH,/en/paris-2024/results/boxing/women-s-60kg/sfnl000100--
2024-08-03,Bronze Medal,3,Beatriz Iasmin SOARES FERREIRA,BRA,W,Boxing,Women's 60kg,HATH,/en/paris-2024/results/boxing/women-s-60kg/sfnl000200--
2024-08-03,Gold Medal,1,Remco EVENEPOEL,BEL,M,Cycling Road,Men's Road Race,ATH,/en/paris-2024/results/cycling-road/men-s-road-race/fnl-000100--
2024-08-03,Silver Medal,2,Valentin MADOUAS,FRA,M,Cycling Road,Men's Road Race,ATH,/en/paris-2024/results/cycling-road/men-s-road-race/fnl-000100--
2024-08-03,Bronze Medal,3,Christophe LAPORTE,FRA,M,Cycling Road,Men's Road Race,ATH,/en/paris-2024/results/cycling-road/men-s-road-race/fnl-000100--
2024-08-03,Gold Medal,1,Germany,GER,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--
2024-08-03,Silver Medal,2,Denmark,DEN,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--
2024-08-03,Bronze Medal,3,Great Britain,GBR,O,Equestrian,Dressage Team,TEAM,/en/paris-2024/results/equestrian/dressage-team/gpsp000100--
2024-08-03,Gold Medal,1,Ukraine,UKR,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--
2024-08-03,Silver Medal,2,Korea,KOR,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000100--
2024-08-03,Bronze Medal,3,Japan,JPN,W,Fencing,Women's Sabre Team,HTEAM,/en/paris-2024/results/fencing/women-s-sabre-team/fnl-000200--
2024-08-03,Gold Medal,1,France,FRA,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000
2024-08-03,Silver Medal,2,Japan,JPN,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/fnl-00010000
2024-08-03,Bronze Medal,3,Brazil,BRA,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00010000
2024-08-03,Bronze Medal,3,Korea,KOR,X,Judo,Mixed Team,HTEAM,/en/paris-2024/results/judo/mixed-team/repf00020000
2024-08-03,Gold Medal,1,Great Britain,GBR,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------
2024-08-03,Silver Medal,2,Netherlands,NED,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------
2024-08-03,Bronze Medal,3,United States,USA,M,Rowing,Men's Eight,TEAM,/en/paris-2024/results/rowing/men-s-eight/fnl---------
2024-08-03,Gold Medal,1,Oliver ZEIDLER,GER,M,Rowing,Men's Single Sculls,ATH,/en/paris-2024/results/rowing/men-s-single-sculls/fnl---------
2024-08-03,Silver Medal,2,Yauheni ZALATY,AIN,M,Rowing,Men's Single Sculls,ATH,/en/paris-2024/results/rowing/men-s-single-sculls/fnl---------
2024-08-03,Bronze Medal,3,Simon van DORP,NED,M,Rowing,Men's Single Sculls,ATH,/en/paris-2024/results/rowing/men-s-single-sculls/fnl---------
2024-08-03,Gold Medal,1,Romania,ROU,W,Rowing,Women's Eight,TEAM,/en/paris-2024/results/rowing/women-s-eight/fnl---------
2024-08-03,Silver Medal,2,Canada,CAN,W,Rowing,Women's Eight,TEAM,/en/paris-2024/results/rowing/women-s-eight/fnl---------
2024-08-03,Bronze Medal,3,Great Britain,GBR,W,Rowing,Women's Eight,TEAM,/en/paris-2024/results/rowing/women-s-eight/fnl---------
2024-08-03,Gold Medal,1,Karolien FLORIJN,NED,W,Rowing,Women's Single Sculls,ATH,/en/paris-2024/results/rowing/women-s-single-sculls/fnl---------
2024-08-03,Silver Medal,2,Emma TWIGG,NZL,W,Rowing,Women's Single Sculls,ATH,/en/paris-2024/results/rowing/women-s-single-sculls/fnl---------
2024-08-03,Bronze Medal,3,Viktorija SENKUTE,LTU,W,Rowing,Women's Single Sculls,ATH,/en/paris-2024/results/rowing/women-s-single-sculls/fnl---------
2024-08-03,Gold Medal,1,Tom REUVENY,ISR,M,Sailing,Men's Windsurfing,ATH,/en/paris-2024/results/sailing/men-s-windsurfing/fnl-000100--
2024-08-03,Silver Medal,2,Grae MORRIS,AUS,M,Sailing,Men's Windsurfing,ATH,/en/paris-2024/results/sailing/men-s-windsurfing/fnl-000100--
2024-08-03,Bronze Medal,3,Luuc van OPZEELAND,NED,M,Sailing,Men's Windsurfing,ATH,/en/paris-2024/results/sailing/men-s-windsurfing/fnl-000100--
2024-08-03,Gold Medal,1,Marta MAGGETTI,ITA,W,Sailing,Women's Windsurfing,ATH,/en/paris-2024/results/sailing/women-s-windsurfing/fnl-000100--
2024-08-03,Silver Medal,2,Sharon KANTOR,ISR,W,Sailing,Women's Windsurfing,ATH,/en/paris-2024/results/sailing/women-s-windsurfing/fnl-000100--
2024-08-03,Bronze Medal,3,Emma WILSON,GBR,W,Sailing,Women's Windsurfing,ATH,/en/paris-2024/results/sailing/women-s-windsurfing/fnl-000100--
2024-08-03,Gold Medal,1,YANG Jiin,KOR,W,Shooting,25m Pistol Women,ATH,/en/paris-2024/results/shooting/25m-pistol-women/fnl-000100--
2024-08-03,Silver Medal,2,Camille JEDRZEJEWSKI,FRA,W,Shooting,25m Pistol Women,ATH,/en/paris-2024/results/shooting/25m-pistol-women/fnl-000100--
2024-08-03,Bronze Medal,3,Veronika MAJOR,HUN,W,Shooting,25m Pistol Women,ATH,/en/paris-2024/results/shooting/25m-pistol-women/fnl-000100--
2024-08-03,Gold Medal,1,Vincent HANCOCK,USA,M,Shooting,Skeet Men,ATH,/en/paris-2024/results/shooting/skeet-men/fnl-000100--
2024-08-03,Silver Medal,2,Conner Lynn PRINCE,USA,M,Shooting,Skeet Men,ATH,/en/paris-2024/results/shooting/skeet-men/fnl-000100--
2024-08-03,Bronze Medal,3,LEE Meng Yuan,TPE,M,Shooting,Skeet Men,ATH,/en/paris-2024/results/shooting/skeet-men/fnl-000100--
2024-08-03,Gold Medal,1,Kristof MILAK,HUN,M,Swimming,Men's 100m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-100m-butterfly/fnl-000100--
2024-08-03,Silver Medal,2,Josh LIENDO,CAN,M,Swimming,Men's 100m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-100m-butterfly/fnl-000100--
2024-08-03,Bronze Medal,3,Ilya KHARUN,CAN,M,Swimming,Men's 100m Butterfly,ATH,/en/paris-2024/results/swimming/men-s-100m-butterfly/fnl-000100--
2024-08-03,Gold Medal,1,United States,USA,X,Swimming,Mixed 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--
2024-08-03,Silver Medal,2,China,CHN,X,Swimming,Mixed 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--
2024-08-03,Bronze Medal,3,Australia,AUS,X,Swimming,Mixed 4 x 100m Medley Relay,TEAM,/en/paris-2024/results/swimming/mixed-4-x-100m-medley-relay/fnl-000100--
2024-08-03,Gold Medal,1,Summer McINTOSH,CAN,W,Swimming,Women's 200m Individual Medley,ATH,/en/paris-2024/results/swimming/women-s-200m-individual-medley/fnl-000100--
2024-08-03,Silver Medal,2,Kate DOUGLASS,USA,W,Swimming,Women's 200m Individual Medley,ATH,/en/paris-2024/results/swimming/women-s-200m-individual-medley/fnl-000100--
2024-08-03,Bronze Medal,3,Kaylee McKEOWN,AUS,W,Swimming,Women's 200m Individual Medley,ATH,/en/paris-2024/results/swimming/women-s-200m-individual-medley/fnl-000100--
2024-08-03,Gold Medal,1,Katie LEDECKY,USA,W,Swimming,Women's 800m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-800m-freestyle/fnl-000100--
2024-08-03,Silver Medal,2,Ariarne TITMUS,AUS,W,Swimming,Women's 800m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-800m-freestyle/fnl-000100--
2024-08-03,Bronze Medal,3,Paige MADDEN,USA,W,Swimming,Women's 800m Freestyle,ATH,/en/paris-2024/results/swimming/women-s-800m-freestyle/fnl-000100--
2024-08-03,Gold Medal,1,CHEN Meng,CHN,W,Table Tennis,Women's Singles,HATH,/en/paris-2024/results/table-tennis/women-s-singles/fnl-000100--
2024-08-03,Silver Medal,2,SUN Yingsha,CHN,W,Table Tennis,Women's Singles,HATH,/en/paris-2024/results/table-tennis/women-s-singles/fnl-000100--
2024-08-03,Bronze Medal,3,Hina HAYATA,JPN,W,Table Tennis,Women's Singles,HATH,/en/paris-2024/results/table-tennis/women-s-singles/fnl-000200--
2024-08-03,Gold Medal,1,EBDEN/PEERS,AUS,M,Tennis,Men's Doubles,HCOUP,/en/paris-2024/results/tennis/men-s-doubles/fnl-000100--
2024-08-03,Silver Medal,2,KRAJICEK/RAM,USA,M,Tennis,Men's Doubles,HCOUP,/en/paris-2024/results/tennis/men-s-doubles/fnl-000100--
2024-08-03,Bronze Medal,3,FRITZ/PAUL,USA,M,Tennis,Men's Doubles,HCOUP,/en/paris-2024/results/tennis/men-s-doubles/fnl-000200--
2024-08-03,Bronze Medal,3,Lorenzo MUSETTI,ITA,M,Tennis,Men's Singles,HATH,/en/paris-2024/results/tennis/men-s-singles/fnl-000200--
2024-08-03,Gold Medal,1,ZHENG Qinwen,CHN,W,Tennis,Women's Singles,HATH,/en/paris-2024/results/tennis/women-s-singles/fnl-000100--
2024-08-03,Silver Medal,2,Donna VEKIC,CRO,W,Tennis,Women's Singles,HATH,/en/paris-2024/results/tennis/women-s-singles/fnl-000100--
2024-08-04,Gold Medal,1,KIM Woojin,KOR,M,Archery,Men's Individual,HATH,/en/paris-2024/results/archery/men-s-individual/fnl-000100--
2024-08-04,Silver Medal,2,Brady ELLISON,USA,M,Archery,Men's Individual,HATH,/en/paris-2024/results/archery/men-s-individual/fnl-000100--
2024-08-04,Bronze Medal,3,LEE Wooseok,KOR,M,Archery,Men's Individual,HATH,/en/paris-2024/results/archery/men-s-individual/fnl-000200--
2024-08-04,Gold Medal,1,LIU Yang,CHN,M,Artistic Gymnastics,Men's Rings,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-rings/fnl-000001--
2024-08-04,Silver Medal,2,ZOU Jingyuan,CHN,M,Artistic Gymnastics,Men's Rings,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-rings/fnl-000001--
2024-08-04,Bronze Medal,3,Eleftherios PETROUNIAS,GRE,M,Artistic Gymnastics,Men's Rings,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-rings/fnl-000001--
2024-08-04,Gold Medal,1,Carlos Edriel YULO,PHI,M,Artistic Gymnastics,Men's Vault,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-vault/fnl-000001--
2024-08-04,Silver Medal,2,Artur DAVTYAN,ARM,M,Artistic Gymnastics,Men's Vault,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-vault/fnl-000001--
2024-08-04,Bronze Medal,3,Harry HEPWORTH,GBR,M,Artistic Gymnastics,Men's Vault,ATH,/en/paris-2024/results/artistic-gymnastics/men-s-vault/fnl-000001--
2024-08-04,Gold Medal,1,Kaylia NEMOUR,ALG,W,Artistic Gymnastics,Women's Uneven Bars,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-uneven-bars/fnl-000001--
2024-08-04,Silver Medal,2,QIU Qiyuan,CHN,W,Artistic Gymnastics,Women's Uneven Bars,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-uneven-bars/fnl-000001--
2024-08-04,Bronze Medal,3,Sunisa LEE,USA,W,Artistic Gymnastics,Women's Uneven Bars,ATH,/en/paris-2024/results/artistic-gymnastics/women-s-uneven-bars/fnl-000001--
2024-08-04,Gold Medal,1,Noah LYLES,USA,M,Athletics,Men's 100m,ATH,/en/paris-2024/results/athletics/men-s-100m/fnl-000100--
2024-08-04,Silver Medal,2,Kishane THOMPSON,JAM,M,Athletics,Men's 100m,ATH,/en/paris-2024/results/athletics/men-s-100m/fnl-000100--
2024-08-04,Bronze Medal,3,Fred KERLEY,USA,M,Athletics,Men's 100m,ATH,/en/paris-2024/results/athletics/men-s-100m/fnl-000100--
2024-08-04,Gold Medal,1,Ethan KATZBERG,CAN,M,Athletics,Men's Hammer Throw,ATH,/en/paris-2024/results/athletics/men-s-hammer-throw/fnl-000100--
2024-08-04,Silver Medal,2,Bence HALASZ,HUN,M,Athletics,Men's Hammer Throw,ATH,/en/paris-2024/results/athletics/men-s-hammer-throw/fnl-000100--
2024-08-04,Bronze Medal,3,Mykhaylo KOKHAN,UKR,M,Athletics,Men's Hammer Throw,ATH,/en/paris-2024/results/athletics/men-s-hammer-throw/fnl-000100--
2024-08-04,Gold Medal,1,Yaroslava MAHUCHIKH,UKR,W,Athletics,Women's High Jump,ATH,/en/paris-2024/results/athletics/women-s-high-jump/fnl-000100--
2024-08-04,Silver Medal,2,Nicola OLYSLAGERS,AUS,W,Athletics,Women's High Jump,ATH,/en/paris-2024/results/athletics/women-s-high-jump/fnl-000100--
2024-08-04,Bronze Medal,3,Iryna GERASHCHENKO,UKR,W,Athletics,Women's High Jump,ATH,/en/paris-2024/results/athletics/women-s-high-jump/fnl-000100--
2024-08-04,Bronze Medal,3,Eleanor PATTERSON,AUS,W,Athletics,Women's High Jump,ATH,/en/paris-2024/results/athletics/women-s-high-jump/fnl-000100--
2024-08-04,Gold Medal,1,LEE/WANG,TPE,M,Badminton,Men's Doubles,HCOUP,/en/paris-2024/results/badminton/men-s-doubles/fnl-000100--
2024-08-04,Silver Medal,2,LIANG/WANG,CHN,M,Badminton,Men's Doubles,HCOUP,/en/paris-2024/results/badminton/men-s-doubles/fnl-000100--
2024-08-04,Bronze Medal,3,CHIA/SOH,MAS,M,Badminton,Men's Doubles,HCOUP,/en/paris-2024/results/badminton/men-s-doubles/fnl-000200--
2024-08-04,Bronze Medal,3,Gregoria Mariska TUNJUNG,INA,W,Badminton,Women's Singles,HATH,/en/paris-2024/results/badminton/women-s-singles/sfnl000100--
2024-08-04,Bronze Medal,3,Yunior ALCANTARA REYES,DOM,M,Boxing,Men's 51kg,HATH,/en/paris-2024/results/boxing/men-s-51kg/sfnl000100--
2024-08-04,Bronze Medal,3,David de PINA,CPV,M,Boxing,Men's 51kg,HATH,/en/paris-2024/results/boxing/men-s-51kg/sfnl000200--
2024-08-04,Bronze Medal,3,Wyatt SANFORD,CAN,M,Boxing,Men's 63.5kg,HATH,/en/paris-2024/results/boxing/men-s-63-5kg/sfnl000100--
2024-08-04,Bronze Medal,3,Lasha GURULI,GEO,M,Boxing,Men's 63.5kg,HATH,/en/paris-2024/results/boxing/men-s-63-5kg/sfnl000200--
2024-08-04,Bronze Medal,3,Cristian Javier PINALES,DOM,M,Boxing,Men's 80kg,HATH,/en/paris-2024/results/boxing/men-s-80kg/sfnl000100--
2024-08-04,Bronze Medal,3,Arlen LOPEZ CARDONA,CUB,M,Boxing,Men's 80kg,HATH,/en/paris-2024/results/boxing/men-s-80kg/sfnl000200--
2024-08-04,Bronze Medal,3,Enmanuel REYES PLA,ESP,M,Boxing,Men's 92kg,HATH,/en/paris-2024/results/boxing/men-s-92kg/sfnl000100--
2024-08-04,Bronze Medal,3,Davlat BOLTAEV,TJK,M,Boxing,Men's 92kg,HATH,/en/paris-2024/results/boxing/men-s-92kg/sfnl000200--
2024-08-04,Bronze Medal,3,PANG Cholmi,PRK,W,Boxing,Women's 54kg,HATH,/en/paris-2024/results/boxing/women-s-54kg/sfnl000100--
2024-08-04,Bronze Medal,3,IM Aeji,KOR,W,Boxing,Women's 54kg,HATH,/en/paris-2024/results/boxing/women-s-54kg/sfnl000200--
2024-08-04,Gold Medal,1,Kristen FAULKNER,USA,W,Cycling Road,Women's Road Race,ATH,/en/paris-2024/results/cycling-road/women-s-road-race/fnl-000100--
2024-08-04,Silver Medal,2,Marianne VOS,NED,W,Cycling Road,Women's Road Race,ATH,/en/paris-2024/results/cycling-road/women-s-road-race/fnl-000100--
2024-08-04,Bronze Medal,3,Lotte KOPECKY,BEL,W,Cycling Road,Women's Road Race,ATH,/en/paris-2024/results/cycling-road/women-s-road-race/fnl-000100--
2024-08-04,Gold Medal,1,Jessica von BREDOW-WERNDL,GER,O,Equestrian,Dressage Individual,ATH,/en/paris-2024/results/equestrian/dressage-individual/gpfr000100--
2024-08-04,Silver Medal,2,Isabell WERTH,GER,O,Equestrian,Dressage Individual,ATH,/en/paris-2024/results/equestrian/dressage-individual/gpfr000100--
2024-08-04,Bronze Medal,3,Charlotte FRY,GBR,O,Equestrian,Dressage Individual,ATH,/en/paris-2024/results/equestrian/dressage-individual/gpfr000100--
2024-08-04,Gold Medal,1,Japan,JPN,M,Fencing,Men's Foil Team,HTEAM,/en/paris-2024/results/fencing/men-s-foil-team/fnl-000100--
2024-08-04,Silver Medal,2,Italy,ITA,M,Fencing,Men's Foil Team,HTEAM,/en/paris-2024/results/fencing/men-s-foil-team/fnl-000100--
2024-08-04,Bronze Medal,3,France,FRA,M,Fencing,Men's Foil Team,HTEAM,/en/paris-2024/results/fencing/men-s-foil-team/fnl-000200--
2024-08-04,Gold Medal,1,Scottie SCHEFFLER,USA,M,Golf,Men's Individual Stroke Play,ATH,/en/paris-2024/results/golf/men-s-individual-stroke-play/fnl---------
2024-08-04,Silver Medal,2,Tommy FLEETWOOD,GBR,M,Golf,Men's Individual Stroke Play,ATH,/en/paris-2024/results/golf/men-s-individual-stroke-play/fnl---------
2024-08-04,Bronze Medal,3,MATSUYAMA Hideki,JPN,M,Golf,Men's Individual Stroke Play,ATH,/en/paris-2024/results/golf/men-s-individual-stroke-play/fnl---------
2024-08-04,Gold Medal,1,Francisca CROVETTO CHADID,CHI,W,Shooting,Skeet Women,ATH,/en/paris-2024/results/shooting/skeet-women/fnl-000100--
2024-08-04,Silver Medal,2,Amber Jo RUTTER,GBR,W,Shooting,Skeet Women,ATH,/en/paris-2024/results/shooting/skeet-women/fnl-000100--
2024-08-04,Bronze Medal,3,Austen Jewell SMITH,USA,W,Shooting,Skeet Women,ATH,/en/paris-2024/results/shooting/skeet-women/fnl-000100--
2024-08-04,Gold Medal,1,Bobby FINKE,USA,M,Swimming,Men's 1500m Freestyle,ATH,/en/paris-2024/results/swimming/men-s-1500m-freestyle/fnl-000100--
